DATASET 2. Raw data of the DUAL TASK EXPERIMENT.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespExpTask2.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,RespExpTask2_RESP_CORR
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,890,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,826,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,675,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,774,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,797,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,867,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,912,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,813,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,952,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,892,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,845,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,859,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,734,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,819,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,866,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,767,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,752,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,746,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,794,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,740,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,748,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,691,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,688,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,731,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,812,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,1146,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,939,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,867,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,801,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,671,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,894,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,775,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,850,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,536,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,808,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,694,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,864,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,1228,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,746,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,764,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,791,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,726,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,699,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,701,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,684,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,882,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,898,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,775,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,m,z,950,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,z,m,743,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,m,z,1087,0,7,space,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,972,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,711,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,m,m,1003,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,569,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,350,m,m,641,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,665,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,849,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,150,z,z,744,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,300,z,m,792,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc2,100,z,z,740,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,1315,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,803,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,811,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,1308,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,781,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,750,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,740,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,747,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,807,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,734,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,812,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,708,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,667,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,788,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,851,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,667,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,584,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,796,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,856,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,759,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,760,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,826,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,838,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,668,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,742,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,720,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,882,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,665,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,762,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,732,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,847,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,729,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,677,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,726,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,518,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,647,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,754,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,645,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,619,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,602,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,748,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,716,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,672,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,688,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,575,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,731,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,669,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,708,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,556,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,630,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,593,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,638,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,653,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,448,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,634,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,754,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,663,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,620,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,737,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,626,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,680,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,600,0,6,space,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,738,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,571,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,646,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,604,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,589,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,611,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,591,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,605,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,776,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,562,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,612,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,659,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,971,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,633,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,595,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,695,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,630,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,623,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,688,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,772,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,627,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,569,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,568,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,652,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,524,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,646,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,535,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,844,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,1104,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,656,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,780,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,729,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,569,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,702,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,628,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,675,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,838,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,472,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,677,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,736,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,617,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,824,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,660,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,765,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,602,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,739,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,716,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,758,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,807,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,752,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,615,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,672,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,659,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,864,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,696,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,570,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,791,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,729,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,728,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,738,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,737,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,778,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,714,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,774,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,1018,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,z,z,748,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,789,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,777,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,z,m,787,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,833,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,849,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,z,m,1046,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,925,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,350,m,m,609,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,693,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,784,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,852,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,100,m,z,799,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,m,z,761,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,350,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,300,m,m,683,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc3,150,z,z,749,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,1230,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,599,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,668,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,807,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,629,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,1017,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,870,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,415,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,697,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,978,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,646,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,731,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,696,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,859,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,831,100,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,1053,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,638,100,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,626,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,493,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,752,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,750,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,618,0,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,937,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,797,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,761,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,706,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,691,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,689,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,676,100,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,1000,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,794,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,720,100,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,740,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,897,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,671,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,484,100,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,791,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,642,100,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,640,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,664,100,3,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,669,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,662,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,306,0,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,681,0,6,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,729,0,2,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,750,100,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,677,100,4,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,892,0,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,z,m,730,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,m,m,739,0,8,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,703,100,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,751,0,7,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,977,100,6,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,350,z,m,695,0,2,z,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,786,0,4,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,m,z,797,0,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,m,z,655,100,8,m,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,300,m,m,1018,0,7,m,m
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,150,z,z,727,0,3,z,z
Exp1_DualTask_TiTo_Subj1-8,10,23,dx,BlockProc4,100,z,z,821,100,3,z,z
