TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,651,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,651,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,651,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,651,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,300,651,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,651,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,651,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,150,651,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,651,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,651,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,651,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,651,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,651,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,651,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,651,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,651,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,651,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,651,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,651,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,651,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,300,651,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,652,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,652,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,100,652,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,652,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,652,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,652,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,652,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,652,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,652,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,652,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,150,652,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,652,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,652,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,652,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,350,652,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,150,652,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,652,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,652,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,652,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,652,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,652,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,652,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,150,652,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,652,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,652,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,652,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,652,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,652,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,652,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,652,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,150,652,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,652,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,652,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,653,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,653,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,653,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,653,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,653,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,653,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,653,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,653,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,653,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,653,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,653,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,653,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,653,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,100,653,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,653,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,653,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,653,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,653,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,653,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,653,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,653,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,653,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,653,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,653,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,653,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,653,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,653,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,100,653,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,300,653,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,150,653,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,100,653,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,654,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,654,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,654,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,654,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,654,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,654,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,654,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,654,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,150,654,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,100,654,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,654,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,654,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,654,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,654,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,654,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,654,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,300,654,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,654,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,655,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,655,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,655,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,655,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,655,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,655,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,655,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,655,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,655,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,150,655,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,655,m,0,LONG,1
