TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1143,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1143,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1144,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1144,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1144,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1144,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1144,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1144,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1145,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1145,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1145,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1145,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1146,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1146,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,100,1146,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1146,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1146,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,1146,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1146,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1146,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,300,1147,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1147,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1147,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1148,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1148,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1148,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1148,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1148,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,1149,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1149,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1149,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1149,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1149,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1149,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1149,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1149,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1149,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1149,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1150,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1150,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1151,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1151,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1151,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1151,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1151,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1151,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1151,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1151,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1151,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1152,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1152,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,150,1152,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1152,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1152,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1152,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,150,1152,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1153,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1153,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1153,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1153,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1153,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1153,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1154,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1154,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1154,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1154,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1154,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1154,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1154,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1154,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1154,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1154,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1154,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1155,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1155,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1155,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1155,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1155,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1155,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,300,1155,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1156,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1156,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1156,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1156,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1156,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1156,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1156,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1157,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1157,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1157,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1157,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1157,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1157,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1157,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1157,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,150,1157,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1158,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1158,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1158,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1158,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1158,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1158,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1159,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1159,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1159,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,1159,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1159,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1160,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1160,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1160,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1160,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1160,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1160,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1160,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1160,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1161,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1161,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1161,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1161,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,100,1161,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1161,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1162,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1162,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1162,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1162,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1162,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1162,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1162,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1162,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1163,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1163,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1163,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1163,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1164,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1164,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1164,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1164,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1164,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,1164,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1165,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1165,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1165,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1165,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1165,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1165,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1166,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1166,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1166,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1166,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,150,1166,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1167,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1167,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1167,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1168,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1168,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1168,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1168,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1169,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1169,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1170,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1170,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1170,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,150,1170,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1170,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1170,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1170,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1170,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1171,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1171,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1172,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1172,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1172,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1172,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1172,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1173,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1173,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1173,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1173,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1174,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1174,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1174,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1174,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1174,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1175,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1175,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1175,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1175,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1176,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1176,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1176,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,1176,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1176,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1176,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1177,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1177,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1177,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1177,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1177,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1177,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,1177,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1177,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1178,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1178,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1178,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1178,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1178,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1178,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,150,1178,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1178,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,100,1178,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1179,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1179,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,1179,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1179,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,1179,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1180,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,100,1180,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1180,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1181,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1181,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1181,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1181,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1182,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1182,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1182,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1182,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1182,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1182,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1182,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1182,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1182,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1182,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1182,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1182,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1182,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1182,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,1183,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1183,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1184,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,1184,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1184,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1184,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1184,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1184,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1185,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1185,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1185,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1185,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1186,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1186,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1186,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1186,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,150,1186,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1186,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1187,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1187,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1187,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1187,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1187,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1187,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1188,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1188,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1188,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1188,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1189,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1189,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,1189,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1189,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1190,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1190,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,1190,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1190,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1190,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1190,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1190,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,350,1191,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,1191,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1191,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1191,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1192,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1192,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1192,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1192,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,300,1192,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1193,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,1193,m,0,SHORT,1
